UBERLANDIA (A507);
Data;Hora (UTC);Temp. Ins. (C);Temp. Max. (C);Temp. Min. (C);Umi. Ins. (%);Umi. Max. (%);Umi. Min. (%);Pto Orvalho Ins. (C);Pto Orvalho Max. (C);Pto Orvalho Min. (C);Pressao Ins. (hPa);Pressao Max. (hPa);Pressao Min. (hPa);Vel. Vento (m/s);Dir. Vento (m/s);Raj. Vento (m/s);Radiacao (KJ/m²);Chuva (mm);
01/01/2021;0100;24,2;24,9;24,2;69,0;69,0;63,0;18,1;18,2;17,5;918,1;918,1;917,2;0,8;208,0;3,0;;0,0;
01/01/2021;0200;24,1;24,2;23,9;69,0;70,0;68,0;18,0;18,2;17,9;917,9;918,1;917,9;1,0;203,0;2,9;;0,0;
01/01/2021;0300;22,9;24,1;22,8;78,0;78,0;69,0;18,8;18,8;18,0;917,2;917,9;917,2;0,7;224,0;2,4;;0,0;
01/01/2021;0400;22,0;22,9;22,0;83,0;83,0;78,0;19,0;19,1;18,7;916,7;917,2;916,7;1,3;184,0;2,8;;0,0;
01/01/2021;0500;21,4;22,1;21,4;85,0;85,0;82,0;18,7;19,0;18,7;916,7;916,8;916,7;1,0;203,0;2,8;;0,0;
01/01/2021;0600;20,9;21,3;20,9;89,0;89,0;85,0;18,9;19,1;18,7;916,3;916,7;916,3;1,5;201,0;3,7;;0,0;
01/01/2021;0700;21,1;21,2;20,8;90,0;90,0;88,0;19,3;19,4;18,9;916,2;916,3;916,0;1,8;204,0;3,9;;0,0;
01/01/2021;0800;21,1;21,1;20,8;89,0;92,0;89,0;19,2;19,6;19,2;916,4;916,4;916,1;1,3;206,0;5,5;;0,0;
01/01/2021;0900;20,9;21,1;20,7;90,0;91,0;88,0;19,3;19,4;18,9;916,9;916,9;916,4;1,6;189,0;4,5;6,24;0,0;
01/01/2021;1000;21,7;21,7;20,9;85,0;91,0;85,0;19,2;19,5;19,1;917,7;917,7;916,9;1,4;156,0;5,0;167,87;0,0;
01/01/2021;1100;24,5;24,6;21,6;71,0;85,0;71,0;18,9;19,5;18,6;918,0;918,0;917,6;1,1;143,0;3,7;1131,22;0,0;
01/01/2021;1200;25,7;25,7;23,9;66,0;73,0;66,0;18,8;19,9;18,5;918,2;918,2;918,0;1,4;94,0;3,4;1274,99;0,0;
01/01/2021;1300;26,9;27,1;25,1;57,0;68,0;57,0;17,8;19,5;17,5;918,5;918,5;918,2;1,4;111,0;3,4;2318,31;0,0;
01/01/2021;1400;28,0;28,4;26,9;50,0;58,0;48,0;16,6;18,3;15,9;918,2;918,5;918,2;0,9;196,0;2,8;1790,91;0,0;
01/01/2021;1500;28,7;29,9;28,0;48,0;56,0;46,0;16,5;18,6;16,0;917,8;918,2;917,8;2,1;218,0;5,3;3058,01;0,0;
01/01/2021;1600;23,8;28,7;21,9;65,0;77,0;48,0;17,0;17,8;14,5;916,9;917,9;916,9;3,3;74,0;7,5;865,84;0,8;
01/01/2021;1700;22,8;25,2;21,9;69,0;74,0;61,0;16,9;18,1;16,6;917,1;917,6;916,7;2,0;36,0;10,9;1721,90;0,0;
01/01/2021;1800;28,2;28,3;22,8;48,0;70,0;48,0;16,1;17,8;15,2;916,0;917,1;916,0;1,9;22,0;7,4;2967,98;0,0;
01/01/2021;1900;25,7;28,2;25,5;55,0;57,0;46,0;16,1;16,8;15,3;915,8;916,0;915,8;1,4;5,0;5,4;1705,57;0,0;
01/01/2021;2000;24,1;25,9;24,0;65,0;66,0;52,0;17,1;17,5;15,1;915,6;915,8;915,6;1,3;21,0;5,7;966,61;0,0;
01/01/2021;2100;23,9;24,2;23,6;68,0;69,0;65,0;17,6;18,0;16,9;916,1;916,1;915,5;0,9;354,0;4,2;440,81;0,0;
01/01/2021;2200;23,3;24,0;23,3;69,0;69,0;66,0;17,3;17,7;16,9;916,8;916,8;916,0;0,5;332,0;2,5;54,60;0,0;
01/01/2021;2300;22,4;23,3;22,4;79,0;82,0;69,0;18,5;19,1;17,4;917,4;917,4;916,8;1,9;99,0;3,7;;0,4;
02/01/2021;0000;22,4;22,7;22,3;70,0;79,0;70,0;16,7;18,5;16,7;917,6;917,8;917,3;2,1;19,0;6,4;;0,0;
02/01/2021;0100;20,8;22,4;20,7;88,0;88,0;69,0;18,7;18,7;16,0;917,8;917,8;917,4;2,0;13,0;6,2;;0,0;
02/01/2021;0200;20,5;20,8;20,5;82,0;88,0;81,0;17,3;18,7;17,3;918,0;918,0;917,7;1,4;360,0;5,5;;0,0;
02/01/2021;0300;20,1;20,6;19,9;86,0;86,0;82,0;17,6;17,6;17,4;917,2;918,0;917,2;1,0;34,0;3,3;;0,0;
02/01/2021;0400;20,2;20,2;20,0;86,0;87,0;85,0;17,8;17,9;17,5;916,7;917,2;916,6;0,7;38,0;3,1;;0,0;
02/01/2021;0500;20,3;20,4;20,2;85,0;87,0;85,0;17,7;18,0;17,7;916,3;916,8;916,3;0,9;64,0;2,2;;0,0;
02/01/2021;0600;20,2;20,3;20,2;87,0;87,0;85,0;18,0;18,0;17,7;916,0;916,3;916,0;0,0;48,0;2,2;;0,0;
02/01/2021;0700;20,2;20,4;19,9;87,0;89,0;86,0;18,0;18,1;17,8;915,2;916,0;915,2;1,0;62,0;2,5;;0,0;
02/01/2021;0800;19,6;20,2;19,5;90,0;90,0;85,0;17,8;18,0;17,4;915,9;916,0;915,2;1,5;120,0;3,5;;0,0;
02/01/2021;0900;20,1;20,1;19,6;86,0;90,0;86,0;17,7;17,9;17,7;915,8;916,0;915,7;0,6;41,0;3,3;5,37;0,0;
02/01/2021;1000;21,9;22,1;19,9;76,0;87,0;75,0;17,4;17,8;17,2;915,9;916,0;915,8;0,4;9,0;3,1;318,93;0,0;
02/01/2021;1100;22,2;22,3;21,3;77,0;79,0;76,0;17,9;18,1;17,3;916,1;916,2;915,9;1,2;93,0;2,9;565,09;0,0;
02/01/2021;1200;23,9;23,9;22,2;71,0;77,0;71,0;18,5;18,8;17,9;916,4;916,4;916,1;0,8;144,0;3,0;1023,51;0,0;
02/01/2021;1300;25,9;26,1;23,7;58,0;72,0;58,0;16,9;18,4;16,8;916,2;916,5;916,2;1,4;121,0;2,7;2132,14;0,0;
02/01/2021;1400;27,1;27,8;25,7;51,0;61,0;50,0;16,0;18,3;15,9;916,1;916,3;916,1;1,2;278,0;3,2;2772,59;0,0;
02/01/2021;1500;24,4;28,6;24,4;71,0;71,0;46,0;18,8;19,0;15,5;915,7;916,1;915,7;1,6;61,0;4,9;1701,53;1,2;
02/01/2021;1600;22,9;25,0;21,7;65,0;80,0;65,0;16,0;20,5;16,0;915,4;915,9;915,4;2,6;8,0;9,3;916,95;0,4;
02/01/2021;1700;25,0;25,0;22,9;64,0;72,0;57,0;17,8;18,9;15,1;914,4;915,4;914,4;1,5;321,0;8,9;1455,59;0,0;
02/01/2021;1800;24,8;26,4;24,8;57,0;68,0;54,0;15,6;19,1;15,2;913,7;914,5;913,7;2,6;3,0;7,0;1312,15;0,0;
02/01/2021;1900;24,3;24,8;24,0;66,0;67,0;57,0;17,5;17,7;15,6;913,3;913,7;913,3;0,4;30,0;6,7;711,31;0,0;
02/01/2021;2000;23,7;24,4;23,7;70,0;74,0;66,0;18,0;18,9;17,6;912,9;913,2;912,6;1,1;228,0;2,6;390,99;0,0;
02/01/2021;2100;22,0;23,7;21,9;86,0;86,0;70,0;19,5;19,5;18,0;912,8;913,0;912,6;1,1;173,0;4,5;53,75;0,2;
02/01/2021;2200;21,2;22,0;21,2;89,0;89,0;85,0;19,3;19,5;19,2;914,0;914,2;912,8;1,3;175,0;3,0;1,12;1,6;
02/01/2021;2300;20,5;21,2;20,5;90,0;90,0;88,0;18,8;19,3;18,6;914,5;914,5;913,9;1,0;150,0;3,6;;1,8;
03/01/2021;0000;20,5;20,6;20,3;90,0;91,0;89,0;18,8;18,9;18,6;913,2;914,5;912,7;1,6;99,0;3,6;;0,2;
03/01/2021;0100;20,9;21,1;20,5;88,0;91,0;87,0;18,9;19,1;18,7;914,1;914,2;913,2;1,5;88,0;3,4;;0,2;
03/01/2021;0200;20,3;20,9;20,2;90,0;90,0;87,0;18,5;18,9;18,4;914,0;914,3;913,8;0,6;267,0;3,9;;0,0;
03/01/2021;0300;19,7;20,3;19,7;92,0;92,0;90,0;18,4;18,6;18,4;913,4;914,0;913,4;0,0;17,0;2,1;;0,0;
03/01/2021;0400;19,9;19,9;19,6;93,0;93,0;92,0;18,7;18,7;18,4;912,5;913,5;912,5;0,5;90,0;1,3;;0,0;
03/01/2021;0500;19,6;20,0;19,6;90,0;93,0;88,0;17,9;18,7;17,8;912,7;912,7;912,5;0,8;107,0;3,9;;0,0;
03/01/2021;0600;19,1;19,6;19,0;93,0;93,0;90,0;17,9;18,1;17,8;912,6;912,7;912,5;1,4;73,0;4,6;;0,0;
03/01/2021;0700;19,6;19,6;19,1;88,0;93,0;88,0;17,6;18,0;17,6;912,3;912,6;912,3;0,7;99,0;3,4;;0,0;
03/01/2021;0800;19,4;19,7;19,3;88,0;89,0;87,0;17,4;17,6;17,3;912,9;912,9;912,3;1,6;82,0;4,2;;0,0;
03/01/2021;0900;19,3;19,4;19,2;89,0;89,0;88,0;17,4;17,5;17,3;913,4;913,4;912,9;0,5;42,0;4,1;6,27;0,0;
03/01/2021;1000;21,5;21,5;19,3;79,0;89,0;79,0;17,8;17,9;17,4;913,7;913,7;913,4;2,5;78,0;4,6;392,72;0,2;
03/01/2021;1100;24,0;24,0;21,5;71,0;79,0;71,0;18,5;18,7;17,7;913,8;913,9;913,7;1,3;66,0;5,0;1002,91;0,0;
03/01/2021;1200;24,2;24,6;23,7;72,0;73,0;68,0;18,8;19,1;18,1;914,4;914,4;913,8;3,0;72,0;5,9;2065,42;0,0;
03/01/2021;1300;25,6;26,3;24,2;63,0;73,0;61,0;18,1;19,3;17,9;914,4;914,5;914,3;2,3;19,0;5,5;2449,23;0,0;
03/01/2021;1400;27,0;27,6;25,6;58,0;65,0;55,0;18,0;19,0;17,5;914,3;914,4;914,2;2,5;347,0;6,3;3435,36;0,0;
03/01/2021;1500;27,6;28,5;26,9;53,0;59,0;51,0;17,3;18,6;16,9;913,9;914,3;913,9;3,0;357,0;7,6;3295,48;0,0;
03/01/2021;1600;29,2;29,6;27,4;49,0;56,0;48,0;17,5;18,8;16,6;913,1;913,9;913,1;3,0;301,0;7,9;2737,44;0,0;
03/01/2021;1700;29,9;30,1;28,5;47,0;52,0;42,0;17,4;17,8;15,4;912,2;913,1;912,2;3,6;292,0;8,7;3591,81;0,0;
03/01/2021;1800;30,0;30,3;28,8;44,0;48,0;42,0;16,5;17,2;15,6;911,1;912,2;911,1;3,2;296,0;8,7;2899,65;0,0;
03/01/2021;1900;30,2;31,0;29,5;44,0;45,0;41,0;16,6;17,2;15,4;910,8;911,1;910,7;3,4;274,0;8,3;2230,05;0,0;
03/01/2021;2000;29,7;30,3;29,1;44,0;47,0;42,0;16,0;16,8;15,5;910,5;910,8;910,5;4,1;286,0;7,3;1158,51;0,0;
03/01/2021;2100;23,0;30,5;23,0;70,0;70,0;42,0;17,3;17,7;15,5;911,1;911,3;910,5;4,5;7,0;10,9;601,86;0,0;
03/01/2021;2200;22,4;23,0;22,4;77,0;78,0;71,0;18,2;18,6;17,4;911,8;911,9;910,9;2,6;173,0;10,9;71,22;0,2;
03/01/2021;2300;21,9;22,7;21,9;74,0;80,0;72,0;17,0;18,6;16,9;913,0;913,0;911,8;1,8;100,0;6,2;;0,0;
04/01/2021;0000;20,1;22,0;20,1;84,0;84,0;73,0;17,3;17,3;16,9;914,2;914,3;913,0;4,0;108,0;8,3;;0,0;
04/01/2021;0100;20,0;20,1;19,8;79,0;85,0;79,0;16,3;17,3;16,3;913,9;914,3;913,8;3,4;77,0;11,3;;0,0;
04/01/2021;0200;19,8;20,1;19,8;79,0;81,0;78,0;16,1;16,4;16,1;913,5;913,9;913,4;2,7;78,0;7,3;;0,0;
04/01/2021;0300;20,1;20,2;19,8;75,0;79,0;75,0;15,6;16,1;15,5;914,2;914,2;913,5;1,5;72,0;6,3;;0,0;
04/01/2021;0400;20,1;20,1;19,8;78,0;78,0;75,0;16,0;16,0;15,5;913,3;914,2;913,2;2,4;70,0;5,5;;0,0;
04/01/2021;0500;19,7;20,1;19,5;81,0;81,0;77,0;16,3;16,3;15,9;913,4;913,7;913,3;1,6;65,0;5,1;;0,0;
04/01/2021;0600;19,5;19,7;19,5;82,0;82,0;80,0;16,4;16,5;16,2;912,7;913,4;912,5;2,1;57,0;7,0;;0,0;
04/01/2021;0700;19,8;19,8;19,5;79,0;83,0;79,0;16,1;16,5;16,1;913,2;913,3;912,7;2,8;81,0;6,9;;0,0;
04/01/2021;0800;19,4;19,8;19,3;83,0;83,0;79,0;16,5;16,5;16,1;914,7;914,7;913,2;1,6;58,0;6,9;;0,0;
04/01/2021;0900;19,4;19,4;19,3;85,0;85,0;83,0;16,7;16,8;16,5;915,1;915,2;914,6;2,5;69,0;6,1;5,84;0,0;
04/01/2021;1000;19,6;19,6;19,4;86,0;86,0;85,0;17,2;17,2;16,8;915,6;915,7;915,1;2,0;61,0;7,2;156,36;0,0;
04/01/2021;1100;20,0;20,1;19,5;85,0;87,0;85,0;17,5;17,5;17,1;915,7;915,7;915,5;2,7;37,0;8,4;363,90;0,0;
04/01/2021;1200;21,6;21,8;20,0;78,0;86,0;77,0;17,6;17,9;17,4;915,8;915,9;915,7;2,6;6,0;8,1;883,90;0,0;
04/01/2021;1300;23,4;24,0;21,6;69,0;78,0;67,0;17,3;18,0;17,0;915,5;915,9;915,4;3,0;360,0;10,5;2207,86;0,0;
04/01/2021;1400;23,8;24,0;23,2;61,0;70,0;61,0;15,9;17,7;15,8;915,7;915,9;915,5;3,4;357,0;8,3;1648,06;0,0;
04/01/2021;1500;24,5;25,1;23,4;60,0;61,0;55,0;16,2;16,5;15,0;915,7;915,8;915,6;3,0;341,0;8,8;2425,57;0,0;
04/01/2021;1600;26,0;26,0;24,1;52,0;61,0;52,0;15,4;16,9;14,8;915,7;915,9;915,6;2,8;321,0;7,7;2832,15;0,0;
04/01/2021;1700;27,4;27,7;25,8;42,0;53,0;41,0;13,5;15,9;12,9;915,3;915,7;915,3;3,7;304,0;9,9;3785,32;0,0;
04/01/2021;1800;28,6;29,0;27,4;37,0;44,0;36,0;12,7;14,3;12,0;914,7;915,4;914,6;3,0;334,0;8,5;3503,24;0,0;
04/01/2021;1900;26,2;28,9;25,8;48,0;50,0;36,0;14,4;14,7;12,2;914,8;914,9;914,7;2,8;346,0;8,6;1743,70;0,0;
04/01/2021;2000;25,8;26,6;25,4;55,0;56,0;48,0;16,2;16,2;14,3;914,8;914,8;914,6;1,8;15,0;6,5;1256,41;0,0;
04/01/2021;2100;25,3;25,9;25,2;57,0;58,0;55,0;16,2;16,4;15,8;914,8;914,9;914,7;1,7;20,0;5,1;475,02;0,0;
04/01/2021;2200;24,5;25,3;24,4;62,0;63,0;57,0;16,7;17,0;16,2;915,5;915,5;914,8;1,4;9,0;3,9;84,41;0,0;
04/01/2021;2300;24,0;24,5;24,0;65,0;65,0;62,0;17,0;17,0;16,6;916,1;916,1;915,5;1,5;1,0;4,0;;0,0;
05/01/2021;0000;23,5;24,0;23,4;68,0;69,0;65,0;17,3;17,3;17,0;916,4;916,5;916,1;0,9;355,0;3,5;;0,0;
05/01/2021;0100;23,3;23,6;23,3;67,0;69,0;66,0;16,8;17,5;16,8;916,6;916,6;916,4;1,6;302,0;3,0;;0,0;
05/01/2021;0200;22,7;23,3;22,5;70,0;70,0;67,0;16,8;16,9;16,7;916,8;916,8;916,6;0,4;7,0;2,9;;0,0;
05/01/2021;0300;22,9;23,0;22,7;68,0;70,0;67,0;16,5;16,9;16,5;916,3;916,8;916,3;0,9;292,0;2,6;;0,0;
05/01/2021;0400;21,9;22,9;21,9;72,0;73,0;68,0;16,8;16,8;16,5;916,2;916,4;916,1;0,0;328,0;2,6;;0,0;
05/01/2021;0500;21,9;22,3;21,9;74,0;74,0;71,0;17,0;17,1;16,7;916,1;916,2;916,0;0,1;334,0;1,4;;0,0;
05/01/2021;0600;21,8;22,0;21,6;76,0;76,0;74,0;17,3;17,3;17,0;915,9;916,1;915,9;0,2;59,0;1,2;;0,0;
05/01/2021;0700;21,4;21,8;21,3;79,0;79,0;76,0;17,6;17,6;17,3;916,0;916,1;915,8;0,3;88,0;1,5;;0,0;
05/01/2021;0800;21,0;21,4;20,9;80,0;81,0;78,0;17,5;17,6;17,5;916,4;916,4;916,0;0,5;61,0;1,4;;0,0;
05/01/2021;0900;21,1;21,1;20,8;79,0;81,0;79,0;17,2;17,6;17,2;916,8;916,9;916,4;1,0;77,0;2,0;8,52;0,0;
05/01/2021;1000;22,0;22,0;21,0;76,0;80,0;76,0;17,6;17,8;17,2;917,3;917,3;916,8;0,8;59,0;3,1;298,41;0,0;
05/01/2021;1100;23,5;24,4;22,0;69,0;77,0;67,0;17,4;18,1;17,3;917,5;917,5;917,3;1,5;46,0;3,6;962,90;0,0;
05/01/2021;1200;24,5;24,6;23,4;64,0;71,0;63,0;17,2;18,1;16,5;917,9;917,9;917,5;1,5;5,0;4,4;1293,29;0,0;
05/01/2021;1300;26,6;26,7;24,5;56,0;65,0;55,0;17,2;17,7;16,3;917,9;918,0;917,8;2,0;357,0;6,9;2920,94;0,0;
05/01/2021;1400;27,7;28,0;26,3;50,0;57,0;48,0;16,2;17,5;15,6;917,6;917,9;917,6;2,6;328,0;6,0;3091,83;0,0;
05/01/2021;1500;27,6;28,5;27,2;49,0;52,0;47,0;16,1;16,8;15,1;917,0;917,7;917,0;2,0;345,0;6,8;3213,83;0,0;
05/01/2021;1600;29,8;29,8;27,6;44,0;50,0;41,0;16,1;16,5;14,4;916,4;917,0;916,4;1,8;354,0;5,9;3680,95;0,0;
05/01/2021;1700;29,8;29,9;28,3;43,0;49,0;39,0;15,8;17,1;14,1;915,8;916,4;915,8;2,1;352,0;6,5;2534,61;0,0;
05/01/2021;1800;30,0;30,5;28,9;42,0;46,0;37,0;15,7;16,7;14,0;915,0;915,8;915,0;1,9;13,0;5,9;2607,80;0,0;
05/01/2021;1900;30,7;30,8;29,2;39,0;45,0;39,0;15,3;16,4;14,9;914,2;915,1;914,2;2,3;346,0;6,1;2611,93;0,0;
05/01/2021;2000;29,1;30,9;29,0;44,0;46,0;38,0;15,6;16,8;14,5;914,0;914,2;914,0;1,6;30,0;5,9;1385,29;0,0;
05/01/2021;2100;28,9;30,0;28,9;45,0;46,0;42,0;15,6;16,2;15,4;914,1;914,1;913,9;2,5;356,0;5,6;884,54;0,0;
05/01/2021;2200;27,9;28,9;27,9;48,0;49,0;45,0;16,0;16,2;15,7;914,8;914,8;914,0;1,3;7,0;4,9;136,26;0,0;
05/01/2021;2300;27,5;27,9;27,4;51,0;52,0;48,0;16,6;16,7;16,0;915,3;915,3;914,8;0,9;304,0;3,1;;0,0;
06/01/2021;0000;26,8;27,5;26,3;55,0;56,0;51,0;16,9;17,0;16,3;915,8;915,8;915,3;0,9;88,0;2,1;;0,0;
06/01/2021;0100;25,8;26,8;25,4;58,0;61,0;55,0;17,0;17,3;16,8;916,4;916,4;915,8;0,7;100,0;1,5;;0,0;
06/01/2021;0200;24,7;25,8;24,7;66,0;66,0;58,0;17,9;17,9;16,9;916,4;916,6;916,4;0,0;68,0;1,4;;0,0;
06/01/2021;0300;24,2;25,0;24,2;67,0;67,0;64,0;17,8;17,9;17,6;916,0;916,4;916,0;0,0;107,0;0,9;;0,0;
06/01/2021;0400;23,6;24,2;23,6;74,0;74,0;67,0;18,7;18,7;17,6;915,5;915,9;915,5;0,0;279,0;0,6;;0,0;
06/01/2021;0500;23,7;24,2;23,3;69,0;76,0;68,0;17,7;19,0;17,6;915,4;915,5;915,3;0,5;84,0;2,0;;0,0;
06/01/2021;0600;22,7;23,7;22,7;77,0;77,0;69,0;18,5;18,5;17,6;915,4;915,4;915,2;0,2;255,0;1,5;;0,0;
06/01/2021;0700;22,0;22,7;22,0;82,0;83,0;77,0;18,9;18,9;18,5;915,7;915,7;915,4;0,0;331,0;1,0;;0,0;
06/01/2021;0800;22,0;22,0;21,7;82,0;83,0;81,0;18,8;19,0;18,5;916,1;916,1;915,7;0,0;4,0;0,7;;0,0;
06/01/2021;0900;22,0;22,0;21,8;79,0;82,0;78,0;18,2;18,8;18,0;916,7;916,7;916,1;0,1;90,0;0,7;5,47;0,0;
06/01/2021;1000;26,1;26,1;22,0;62,0;80,0;62,0;18,2;19,7;18,2;917,2;917,3;916,7;0,1;231,0;1,0;373,78;0,0;
06/01/2021;1100;26,9;27,3;25,7;56,0;62,0;55,0;17,4;18,4;17,2;917,7;917,7;917,2;1,2;139,0;2,9;1074,63;0,0;
06/01/2021;1200;28,7;28,8;26,9;52,0;58,0;51,0;17,7;18,7;17,2;917,8;917,8;917,7;0,5;72,0;2,9;2053,79;0,0;
06/01/2021;1300;29,3;29,7;28,5;46,0;53,0;45,0;16,3;18,4;16,3;917,9;918,0;917,8;1,5;217,0;4,4;2464,85;0,0;
06/01/2021;1400;29,3;29,5;28,6;46,0;48,0;43,0;16,4;17,1;15,0;917,6;917,9;917,6;0,6;18,0;3,9;1165,91;0,0;
06/01/2021;1500;29,9;30,2;28,0;50,0;57,0;46,0;18,4;18,8;16,7;916,6;917,6;916,6;1,5;36,0;4,2;2151,01;0,0;
06/01/2021;1600;29,2;30,0;28,9;49,0;51,0;45,0;17,3;18,3;16,2;915,8;916,6;915,8;2,1;81,0;4,2;1204,37;0,0;
06/01/2021;1700;29,4;30,0;29,1;47,0;50,0;45,0;17,0;17,8;16,4;915,1;915,8;915,1;2,1;77,0;4,3;906,11;0,0;
06/01/2021;1800;20,2;29,6;19,8;85,0;85,0;46,0;17,7;17,8;16,2;914,9;915,1;914,6;7,4;113,0;15,2;374,16;3,8;
06/01/2021;1900;20,0;21,9;19,2;92,0;92,0;78,0;18,7;18,9;16,7;915,1;915,7;914,4;1,8;161,0;15,0;81,48;20,6;
06/01/2021;2000;20,9;20,9;20,0;83,0;92,0;83,0;17,9;18,9;17,9;914,6;915,1;914,2;0,9;117,0;6,1;82,36;0,4;
06/01/2021;2100;22,1;22,2;20,7;86,0;90,0;82,0;19,7;19,8;17,8;914,8;914,8;914,5;0,2;80,0;2,1;226,65;0,0;
06/01/2021;2200;22,7;23,2;22,1;72,0;86,0;67,0;17,4;19,7;16,8;915,2;915,2;914,8;0,6;71,0;4,1;122,78;0,0;
06/01/2021;2300;22,1;23,0;22,0;77,0;79,0;70,0;17,9;18,2;17,1;915,7;915,7;915,0;0,6;107,0;3,3;;0,0;
07/01/2021;0000;21,6;22,2;21,5;84,0;86,0;77,0;18,8;19,0;17,8;916,1;916,1;915,7;0,1;157,0;2,3;;0,0;
07/01/2021;0100;22,5;22,5;21,6;81,0;84,0;80,0;19,0;19,1;18,6;917,1;917,1;916,1;0,2;33,0;1,7;;0,0;
07/01/2021;0200;21,8;22,6;21,8;83,0;83,0;79,0;18,7;19,3;18,6;917,0;917,6;917,0;0,7;191,0;7,1;;0,0;
07/01/2021;0300;21,9;22,0;21,8;83,0;84,0;82,0;18,9;18,9;18,7;916,4;917,2;916,4;0,1;141,0;2,0;;0,0;
07/01/2021;0400;21,8;21,9;21,4;86,0;88,0;83,0;19,3;19,5;18,9;915,7;916,4;915,7;0,7;94,0;1,4;;0,0;
07/01/2021;0500;21,2;21,8;21,2;89,0;89,0;85,0;19,3;19,4;19,1;915,4;915,7;915,3;0,0;305,0;1,4;;0,0;
07/01/2021;0600;21,3;21,6;21,2;88,0;90,0;87,0;19,3;19,5;19,2;915,1;915,4;915,1;0,1;70,0;1,3;;0,0;
07/01/2021;0700;21,4;21,7;21,2;88,0;89,0;87,0;19,3;19,5;19,1;915,1;915,2;915,1;0,0;85,0;1,3;;0,0;
07/01/2021;0800;21,5;21,8;21,2;84,0;88,0;84,0;18,7;19,4;18,7;915,3;915,3;915,1;0,1;137,0;1,6;;0,0;
07/01/2021;0900;21,1;21,7;21,0;87,0;88,0;84,0;18,8;19,1;18,7;916,0;916,0;915,3;0,0;83,0;1,2;7,47;0,0;
07/01/2021;1000;24,1;25,6;20,9;74,0;89,0;71,0;19,2;20,6;18,8;916,6;916,6;916,0;0,0;63,0;0,0;320,43;0,0;
07/01/2021;1100;27,2;27,7;23,8;60,0;77,0;60,0;18,7;20,0;18,7;917,1;917,1;916,6;0,7;185,0;2,4;1033,53;0,0;
07/01/2021;1200;28,8;28,8;26,9;55,0;64,0;55,0;18,9;19,9;18,3;917,7;917,7;917,1;1,0;156,0;2,9;2211,58;0,0;
07/01/2021;1300;29,1;29,3;27,7;54,0;58,0;51,0;18,8;19,6;17,7;918,1;918,1;917,7;0,9;214,0;3,3;2727,19;0,0;
07/01/2021;1400;29,3;30,3;28,8;51,0;55,0;47,0;18,1;19,8;17,2;917,4;918,1;917,4;1,2;168,0;3,4;2500,08;0,0;
07/01/2021;1500;28,1;30,3;28,1;57,0;58,0;48,0;18,7;19,8;17,8;916,7;917,4;916,7;2,4;65,0;4,9;2562,41;0,0;
07/01/2021;1600;28,2;28,2;23,8;69,0;83,0;57,0;22,0;22,4;17,9;915,6;916,7;915,6;1,5;82,0;8,0;1536,76;3,2;
07/01/2021;1700;30,4;30,5;27,5;49,0;70,0;46,0;18,4;21,5;17,6;914,4;915,6;914,4;1,4;313,0;5,1;3215,99;0,0;
07/01/2021;1800;23,4;31,2;23,4;73,0;73,0;45,0;18,2;19,5;17,0;916,1;916,1;914,2;2,5;196,0;9,3;921,50;1,0;
07/01/2021;1900;19,7;23,3;19,7;85,0;87,0;70,0;17,0;18,4;17,0;916,3;916,9;916,1;4,9;263,0;11,0;28,16;11,8;
07/01/2021;2000;20,0;20,0;19,3;90,0;92,0;85,0;18,4;18,5;17,0;917,6;917,6;916,2;2,9;241,0;10,1;12,12;7,4;
07/01/2021;2100;20,1;20,1;19,9;92,0;92,0;90,0;18,8;18,9;18,4;918,0;918,1;917,6;1,9;225,0;8,5;5,70;6,4;
07/01/2021;2200;19,9;20,1;19,8;90,0;93,0;90,0;18,3;18,9;18,3;917,7;918,0;917,7;1,3;164,0;5,5;0,75;4,2;
07/01/2021;2300;19,8;20,0;19,8;86,0;90,0;86,0;17,5;18,3;17,5;916,8;917,7;916,8;2,0;142,0;4,7;;2,4;
08/01/2021;0000;20,7;20,7;19,7;78,0;87,0;78,0;16,7;17,5;16,7;915,8;916,8;915,8;2,8;131,0;6,2;;0,6;
08/01/2021;0100;19,6;20,8;19,6;84,0;85,0;76,0;16,8;17,1;16,5;916,5;916,5;915,8;2,3;140,0;6,3;;0,0;
08/01/2021;0200;20,1;20,5;19,5;84,0;84,0;77,0;17,3;17,3;16,1;917,8;917,8;916,1;2,2;291,0;8,6;;0,2;
08/01/2021;0300;19,7;20,1;19,7;87,0;89,0;84,0;17,5;17,7;17,3;918,5;918,5;917,7;1,1;285,0;6,0;;0,0;
08/01/2021;0400;19,6;19,7;19,5;86,0;87,0;85,0;17,3;17,5;17,0;917,4;918,5;917,3;0,0;234,0;2,9;;0,0;
08/01/2021;0500;19,2;19,6;19,1;89,0;89,0;85,0;17,4;17,5;17,1;915,8;917,3;915,8;0,0;104,0;1,7;;0,0;
08/01/2021;0600;19,6;19,6;19,0;82,0;90,0;82,0;16,3;17,4;16,3;915,2;915,8;915,2;1,2;141,0;3,3;;0,0;
08/01/2021;0700;20,1;20,8;19,3;78,0;82,0;70,0;16,1;16,4;15,2;915,0;915,3;914,8;0,3;284,0;3,3;;0,0;
08/01/2021;0800;18,9;20,1;18,7;86,0;87,0;78,0;16,5;16,7;16,1;915,7;915,7;915,0;0,0;224,0;2,1;;0,0;
